"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 12 22:00:52 EET 2020","Sun Jan 12 22:01:31 EET 2020","38268","","As a customer, I can click on the account icon on header to see account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Order history form modal with account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Order history form modal with account navigation links","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Acct_Nav.feature:70"
"passed","Sun Jan 12 21:57:21 EET 2020","Sun Jan 12 21:57:39 EET 2020","17338","","As a customer, I will be presented with an email sign-up text box, along with a brief description about what I am signing up for and receive an email that I am subscribed to the newsletter.","","[Venus] User can subscribe to receive special offers","","[Venus] User can subscribe to receive special offers","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Footer/FTR_Email_Signup.feature:47"
"passed","Sun Jan 12 22:00:04 EET 2020","Sun Jan 12 22:00:12 EET 2020","8284","","As a customer, I can click on the account icon on header to see account navigation links","","[Venus] Guest user suggested to sign-in after taping account icon in header","","[Venus] Guest user suggested to sign-in after taping account icon in header","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Acct_Nav.feature:55"
"passed","Sun Jan 12 22:34:12 EET 2020","Sun Jan 12 22:34:43 EET 2020","30630","","As a customer, I can view the product details and description content.","","[Venus] User can see product details content","","[Venus] User can see product details content","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_Desc.feature:93"
"passed","Sun Jan 12 22:16:15 EET 2020","Sun Jan 12 22:16:51 EET 2020","35960","","As a customer, I can see my login status at the top of the navigation.","","[Venus] User can see login status on header","","[Venus] User can see login status on header","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_LoginStatus.feature:80"
"passed","Sun Jan 12 23:04:51 EET 2020","Sun Jan 12 23:08:34 EET 2020","223380","","As a customer, clicking on any of the products should bring me to the destination screen extremely fast.","","[Venus] User choose new PLP and then navigates to PDP up to 10 times to check stability of PWA","","[Venus] User choose new PLP and then navigates to PDP up to 10 times to check stability of PWA","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_PreFetch.feature:108"
"passed","Sun Jan 12 22:12:38 EET 2020","Sun Jan 12 22:12:59 EET 2020","21328","","As a customer, I need to see my current page location based on the navigation hierarchy so I can quickly go back to the previous page sections using breadcrumbs.","","[Venus] User can see current page location based on the navigation hierarchy","","[Venus] User can see current page location based on the navigation hierarchy","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_Breadcrumbs.feature:27"
"passed","Sun Jan 12 22:05:21 EET 2020","Sun Jan 12 22:06:49 EET 2020","88391","","As a customer, I can click on the shopping bag icon and be taken to the shopping bag page.","","[Venus] User navigated to cart page by clicking shopping bag icon on header","","[Venus] User navigated to cart page by clicking shopping bag icon on header","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Shop_Bag.feature:112"
"passed","Sun Jan 12 22:05:03 EET 2020","Sun Jan 12 22:05:21 EET 2020","18272","","As a customer, I can click on the search icon to display the search input field.","","[Venus] User can close search modal","","[Venus] User can close search modal","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Search.feature:63"
"passed","Sun Jan 12 23:11:43 EET 2020","Sun Jan 12 23:13:30 EET 2020","107435","","As a customer, I can proceed to checkout by clicking an appropriate button.","","[Venus] Logged in user navigated to ""Delivery"" checkout page by taping appropriate CTA button on cart page","","[Venus] Logged in user navigated to ""Delivery"" checkout page by taping appropriate CTA button on cart page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_ClickToCheckout.feature:172"
"passed","Sun Jan 12 23:33:54 EET 2020","Sun Jan 12 23:34:23 EET 2020","28932","","As user I want to shop items by style","","[Venus] User can navigate to expected PLP from Shop by Style page","","[Venus] User can navigate to expected PLP from Shop by Style page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Shop_Style.feature:43"
"passed","Sun Jan 12 22:21:36 EET 2020","Sun Jan 12 22:22:30 EET 2020","54105","","As a customer, after I've selected my product options (eg. color and size), I can click on ""Add to Bag"" to add the product to my bag/cart.","","[Venus] User navigates to Boots sale PLP and add random product to back to check stability of PWA","","[Venus] User navigates to Boots sale PLP and add random product to back to check stability of PWA","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_ATB.feature:195"
"passed","Sun Jan 12 23:28:23 EET 2020","Sun Jan 12 23:28:33 EET 2020","10101","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can select product size on product landing page","","[Venus] User can select product size on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:230"
"passed","Sun Jan 12 22:47:32 EET 2020","Sun Jan 12 22:48:04 EET 2020","31239","","As a customer, I can select the size and width of the product.","","[Venus] User can select product size on product page","","[Venus] User can select product size on product page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_SelectFeat.feature:67"
"passed","Sun Jan 12 22:02:46 EET 2020","Sun Jan 12 22:03:24 EET 2020","38768","","As a customer, I can click on the account icon on header to see account navigation links","","[Venus] Signed in user can click on the account icon and make logout form modal with account navigation links","","[Venus] Signed in user can click on the account icon and make logout form modal with account navigation links","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Acct_Nav.feature:97"
"passed","Sun Jan 12 22:58:51 EET 2020","Sun Jan 12 22:59:21 EET 2020","29394","","As a customer, I can navigate through the total product results through pagination links","","[Venus] User can navigate through the total product results through pagination links","","[Venus] User can navigate through the total product results through pagination links","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Pagination.feature:98"
"passed","Sun Jan 12 22:11:16 EET 2020","Sun Jan 12 22:11:34 EET 2020","17538","","As a customer, I should be directed onto the correct page(s) after clicking on ""CTA button(s)"" or/and ""Banner(s)"" on the home page.","","[Venus] User can see hero images and CTAs on home page","","[Venus] User can see hero images and CTAs on home page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Homepage/HP_Banner_Buttons.feature:120"
"passed","Sun Jan 12 22:18:36 EET 2020","Sun Jan 12 22:19:05 EET 2020","28216","","As a customer, I should see the top level category list underneath the carousel and can tap these category names to be directed to the appropriate screen.","","[Venus] User can navigate through the site pages by taping corresponding element on quick navigation panel","","[Venus] User can navigate through the site pages by taping corresponding element on quick navigation panel","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_TopLevelCategory.feature:66"
"passed","Sun Jan 12 22:14:46 EET 2020","Sun Jan 12 22:15:25 EET 2020","39441","","As a customer, I can click on the hamburger menu to open up the mobile navigation.","","[Venus] User can navigate to product list page","","[Venus] User can navigate to product list page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_Ham_Icn.feature:194"
"passed","Sun Jan 12 22:48:58 EET 2020","Sun Jan 12 22:49:53 EET 2020","54901","","As a customer, I can select the size and width of the product.","","[Venus] User can select Inseam size on special product page","","[Venus] User can select Inseam size on special product page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_SelectFeat.feature:88"
"passed","Sun Jan 12 22:00:12 EET 2020","Sun Jan 12 22:00:52 EET 2020","39763","","As a customer, I can click on the account icon on header to see account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Account info form modal with account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Account info form modal with account navigation links","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Acct_Nav.feature:61"
"passed","Sun Jan 12 23:34:23 EET 2020","Sun Jan 12 23:34:49 EET 2020","25915","","As user I want to shop items by style","","[Venus] Subcategory filter navigates to expected PLP","","[Venus] Subcategory filter navigates to expected PLP","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Shop_Style.feature:51"
"passed","Sun Jan 12 22:01:31 EET 2020","Sun Jan 12 22:02:07 EET 2020","36059","","As a customer, I can click on the account icon on header to see account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Mail options form modal with account navigation links","","[Venus] Signed in user can click on the account icon and navigate to Mail options form modal with account navigation links","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Acct_Nav.feature:79"
"passed","Sun Jan 12 22:44:23 EET 2020","Sun Jan 12 22:45:29 EET 2020","65923","","As a customer, I can select qty of the product.","","[Venus] User can select select qty of the product","","[Venus] User can select select qty of the product","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_Quant_Selection.feature:52"
"passed","Sun Jan 12 23:04:18 EET 2020","Sun Jan 12 23:04:51 EET 2020","32699","","As a customer, clicking on any of the products should bring me to the destination screen extremely fast.","","[Venus] Clicking on any of the products should bring me to the destination screen extremely fast.","","[Venus] Clicking on any of the products should bring me to the destination screen extremely fast.","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_PreFetch.feature:97"
"passed","Sun Jan 12 23:31:52 EET 2020","Sun Jan 12 23:32:37 EET 2020","45274","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can navigate to expected PDP by click on item from ""Related products"" section on product landing page","","[Venus] User can navigate to expected PDP by click on item from ""Related products"" section on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:302"
"passed","Sun Jan 12 23:21:22 EET 2020","Sun Jan 12 23:22:34 EET 2020","72735","","As a customer, I can adjust the quantity of a product from 0 to 10 from a dropdown list. Item quantity will be updated right after selection has been made.","","[Venus] User can change quantity of a product from 1 to 10","","[Venus] User can change quantity of a product from 1 to 10","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_QuantityAdjust.feature:70"
"passed","Sun Jan 12 22:55:19 EET 2020","Sun Jan 12 22:56:39 EET 2020","79261","","As a customer, I can filter search result product listing by all available options.","","[Venus] User can filter search result product listing by size option","","[Venus] User can filter search result product listing by size option","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Filter.feature:395"
"passed","Sun Jan 12 22:16:51 EET 2020","Sun Jan 12 22:17:26 EET 2020","34395","","As a customer, I can see all available menu items, navigate through different menu sections, and be directed to the destination page after tapping the desired item.","","[Venus] User can navigate through the site pages by taping corresponding element on category selection pop-up","","[Venus] User can navigate through the site pages by taping corresponding element on category selection pop-up","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_Menu_Links.feature:94"
"passed","Sun Jan 12 22:20:31 EET 2020","Sun Jan 12 22:21:36 EET 2020","64332","","As a customer, after I've selected my product options (eg. color and size), I can click on ""Add to Bag"" to add the product to my bag/cart.","","[Venus] User navigates to Jumpsuit and Rompers PLP and add random product to back to check stability of PWA","","[Venus] User navigates to Jumpsuit and Rompers PLP and add random product to back to check stability of PWA","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_ATB.feature:184"
"passed","Sun Jan 12 22:03:58 EET 2020","Sun Jan 12 22:04:33 EET 2020","35144","","As a customer, I should see a quick navigation bar underneath the main header which allows me to jump to relevant sections. This quick navigation bar includes the following:","","[Venus] User can click each item in quick navigation bar underneath the main header to be navigated to appropriate page","","[Venus] User can click each item in quick navigation bar underneath the main header to be navigated to appropriate page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Quick_Nav.feature:67"
"passed","Sun Jan 12 22:51:00 EET 2020","Sun Jan 12 22:51:47 EET 2020","47174","","As a customer, I will be suggested to sign-in when I attempt to favorite a product without signing in on PDP.","","[Venus] Guest user is suggested to sign-in after taping on ""favorites"" button on PDP page","","[Venus] Guest user is suggested to sign-in after taping on ""favorites"" button on PDP page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_SignIn_Notify.feature:54"
"passed","Sun Jan 12 22:56:39 EET 2020","Sun Jan 12 22:58:01 EET 2020","82551","","As a customer, I can filter search result product listing by all available options.","","[Venus] User can filter the product listing by multiple available options.","","[Venus] User can filter the product listing by multiple available options.","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Filter.feature:414"
"passed","Sun Jan 12 23:18:36 EET 2020","Sun Jan 12 23:20:12 EET 2020","95542","","As a customer, I should be able to see a list of products with:","","[Venus] User can see list of added to cart products with corresponding information","","[Venus] User can see list of added to cart products with corresponding information","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_ProductInfo.feature:226"
"passed","Sun Jan 12 23:08:41 EET 2020","Sun Jan 12 23:09:11 EET 2020","30678","","As a customer, I will need to select different sub-categories under a parent product listing page as applicable.","","[Venus] User can see different sub-categories under a parent product listing page as applicable","","[Venus] User can see different sub-categories under a parent product listing page as applicable","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Sub_Cat_Links.feature:26"
"passed","Sun Jan 12 22:37:24 EET 2020","Sun Jan 12 22:38:24 EET 2020","60083","","As a customer, I can tap on a ""+"" icon on product image to see a larger view and allow for pinch/zoom/pan.","","[Venus] User can see large image view by taping + icon on product image","","[Venus] User can see large image view by taping + icon on product image","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_Image_Magnify.feature:36"
"passed","Sun Jan 12 22:07:45 EET 2020","Sun Jan 12 22:07:55 EET 2020","10092","","As a customer, I can click on the shopping bag icon and be taken to the shopping bag page.","","[Venus] User navigating to empty cart page by taping empty shopping bag icon on header","","[Venus] User navigating to empty cart page by taping empty shopping bag icon on header","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Shop_Bag.feature:131"
"passed","Sun Jan 12 22:15:49 EET 2020","Sun Jan 12 22:16:15 EET 2020","26443","","As a customer, I can see custom header or footer call to actions in the hamburger menu above the main menu items.","","[Venus] User can navigate to each appropriate page by clicking on custom header or footer call to actions in the hamburger menu above the main menu items","","[Venus] User can navigate to each appropriate page by clicking on custom header or footer call to actions in the hamburger menu above the main menu items","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Navigation Menu/NAVI_Header_Links.feature:51"
"passed","Sun Jan 12 23:23:30 EET 2020","Sun Jan 12 23:24:08 EET 2020","37817","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can add to product to cart after selecting product options on product landing page","","[Venus] User can add to product to cart after selecting product options on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:120"
"passed","Sun Jan 12 22:38:24 EET 2020","Sun Jan 12 22:39:04 EET 2020","39277","","As a customer, I should be able to view ""Recommended For You"" section of a product as a carousel","","[Venus] User can see ""Recommended for you"" product carousel","","[Venus] User can see ""Recommended for you"" product carousel","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_ProRec_Caro.feature:90"
"passed","Sun Jan 12 22:34:43 EET 2020","Sun Jan 12 22:34:50 EET 2020","7146","","As a customer, I can see all the standard product details:","","[Venus] User can see product details on PDP","","[Venus] User can see product details on PDP","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_Details.feature:80"
"passed","Sun Jan 12 23:16:40 EET 2020","Sun Jan 12 23:17:02 EET 2020","22211","","As a customer, I want to see appropriate content on empty cart page","","[Venus] User can see appropriate content on empty cart page","","[Venus] User can see appropriate content on empty cart page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_EmptyBag.feature:84"
"passed","Sun Jan 12 23:17:02 EET 2020","Sun Jan 12 23:17:27 EET 2020","25097","","As a customer, I want to see appropriate content on empty cart page","","[Venus] ""Continue shopping"" button navigates to home page","","[Venus] ""Continue shopping"" button navigates to home page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_EmptyBag.feature:90"
"passed","Sun Jan 12 22:19:57 EET 2020","Sun Jan 12 22:20:31 EET 2020","34496","","As a customer, after I've selected my product options (eg. color and size), I can click on ""Add to Bag"" to add the product to my bag/cart.","","[Venus] User can see ""go to cart"" pop up when adding product to cart, and user can navigate to cart page to see added product","","[Venus] User can see ""go to cart"" pop up when adding product to cart, and user can navigate to cart page to see added product","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_ATB.feature:173"
"passed","Sun Jan 12 23:00:32 EET 2020","Sun Jan 12 23:04:18 EET 2020","225760","","As a customer, I can navigate through the total product results through pagination links","","[Venus] User see additional list of unique items after tapping pagination link on search result PLP. Items are different then in previous list","","[Venus] User see additional list of unique items after tapping pagination link on search result PLP. Items are different then in previous list","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Pagination.feature:122"
"passed","Sun Jan 12 22:39:04 EET 2020","Sun Jan 12 22:39:56 EET 2020","52702","","As a customer, I should be able to view ""Recommended For You"" section of a product as a carousel","","[Venus] User can swipe ""Recommended for you"" product carousel and be navigated to related PDP by taping on product image","","[Venus] User can swipe ""Recommended for you"" product carousel and be navigated to related PDP by taping on product image","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PDP Product Details Page/PDP_ProRec_Caro.feature:98"
"passed","Sun Jan 12 23:33:28 EET 2020","Sun Jan 12 23:33:54 EET 2020","26251","","As user I want shop items by color","","[Venus] User can click on color image to navigate to expected PLP","","[Venus] User can click on color image to navigate to expected PLP","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Shop_Color.feature:52"
"passed","Sun Jan 12 22:07:55 EET 2020","Sun Jan 12 22:07:57 EET 2020","2471","","As a customer, I can see the number of cart items currently in my shopping cart.","","[Venus] User does not see number of items near shopping cart in header if cart is empty","","[Venus] User does not see number of items near shopping cart in header if cart is empty","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Header/HDR_Shop_Bag_Items.feature:69"
"passed","Sun Jan 12 22:11:34 EET 2020","Sun Jan 12 22:12:38 EET 2020","64054","","As customer I want to see 6 instagram images, and want to see 9 more by clicking + button","","[Venus] User see 6 instagram images, and want to see 9 more by clicking + button","","[Venus] User see 6 instagram images, and want to see 9 more by clicking + button","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Homepage/HP_Social_Instagram.feature:20"
"passed","Sun Jan 12 23:26:06 EET 2020","Sun Jan 12 23:26:38 EET 2020","31372","","As user I want to see product landing page and interact with elements on this page","","[Venus] As user I want see Product price with/without sale on product landing page","","[Venus] As user I want see Product price with/without sale on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:171"
"passed","Sun Jan 12 23:09:35 EET 2020","Sun Jan 12 23:09:41 EET 2020","6742","","As a customer, I can see a total count of all products represented by this product listing page. This should read ""## ITEMS"" where ""##"" represents the total count.","","[Venus] User see a total count of all products represented by this product listing page. This should read ""## TOTAL ITEMS"" where ""##"" represents the total count.","","[Venus] User see a total count of all products represented by this product listing page. This should read ""## TOTAL ITEMS"" where ""##"" represents the total count.","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Tot_Res.feature:48"
"passed","Sun Jan 12 23:24:24 EET 2020","Sun Jan 12 23:24:39 EET 2020","15158","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can see product images carousel and can swipe images on product landing page","","[Venus] User can see product images carousel and can swipe images on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:141"
"passed","Sun Jan 12 23:08:34 EET 2020","Sun Jan 12 23:08:41 EET 2020","6285","","As a customer, I can see a list of products containing the following information:","","[Venus] User can see a list of product with related information","","[Venus] User can see a list of product with related information","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/PLP Product Listing Page/PLP_Prod_Info.feature:109"
"passed","Sun Jan 12 23:27:43 EET 2020","Sun Jan 12 23:28:23 EET 2020","40005","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can select select qty of the product on product landing page","","[Venus] User can select select qty of the product on product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:218"
"passed","Sun Jan 12 23:17:27 EET 2020","Sun Jan 12 23:18:36 EET 2020","68907","","As a customer, I want to click on item and be taken to appropriate PDP","","[Venus] User click on item image to navigate to item PDP","","[Venus] User click on item image to navigate to item PDP","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Shopping bag/ShopBag_ItemPDP.feature:49"
"passed","Sun Jan 12 23:32:37 EET 2020","Sun Jan 12 23:33:28 EET 2020","50790","","As user I want shop items by color","","[Venus] ’Show all...’ Button redirects to correct PLP","","[Venus] ’Show all...’ Button redirects to correct PLP","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Shop_Color.feature:45"
"passed","Sun Jan 12 23:30:00 EET 2020","Sun Jan 12 23:30:44 EET 2020","44567","","As user I want to see product landing page and interact with elements on this page","","[Venus] User can select Band size on special product landing page","","[Venus] User can select Band size on special product landing page","Location - /Users/tempuser/IdeaProjects/mw-automation-framework/features/regression/Baseline features/Specific Pages/SpecPage_Prod_Landing.feature:260"
